class,v1,v3,v5,v7,v8,v9,v11,v12,v13,v14,v15,v21,v23,v25,v29,v31,v33
1,1,0.65845,0.44681,0.05319,0.85106,-0.32027,-0.68253,0.52408,-0.84211,0.07111,-0.82811,0.23292,0.56663,0.743,0.45185,0.20549,-0.18533
1,1,0.19466,0.04198,-0.10557,0.48866,-0.18321,-0.41985,0.06107,-0.4542,0.0916,-0.16412,0.34012,0.28626,0.21645,-0.03817,-0.16794,-0.30153
1,1,0.98002,1.0,0.98982,-0.00075,0.94721,0.977,0.0213,0.97888,0.03073,0.9917,0.97738,1.0,0.94155,0.95701,0.9819,0.97247
1,1,0.82254,0.80462,0.87514,-0.01214,0.86821,0.72832,-0.11734,0.84624,0.05029,0.83121,0.86763,0.78844,0.74451,0.74046,0.70058,0.78439
1,1,0.35346,0.69387,0.68195,-0.03574,0.55717,0.61836,-0.10467,0.62099,-0.06527,0.59361,0.49736,0.46241,0.45008,0.35588,0.32232,0.28943
1,1,0.76046,0.86335,0.85821,0.00384,0.79988,0.81504,0.12068,0.83096,0.00744,0.81815,0.76979,0.75071,0.77138,0.66161,0.66298,0.63887
1,1,0.66667,0.97404,0.4959,0.50137,0.75683,0.65164,-0.14071,0.40164,-0.48907,0.39208,0.47541,1.0,0.60656,0.87568,0.55328,0.13934
1,1,0.83508,0.73739,0.84349,-0.05567,0.90441,0.89391,0.1313,0.81197,0.06723,0.79307,0.87605,0.77521,0.95378,1.0,0.8666,0.90546
1,1,0.95113,0.95183,0.93438,-0.0192,0.9459,0.9651,0.03281,0.94171,0.0733,0.94625,0.9267,0.93124,0.9452,0.93159,0.94066,0.91483
1,1,0.94701,0.93207,0.95177,-0.03431,0.95584,0.94124,0.01766,0.92595,0.04688,0.93954,0.91406,0.8947,0.93988,0.9212,0.92459,0.92697
1,1,0.90608,0.98122,0.95691,-0.03646,0.85746,0.89724,-0.03315,0.89061,-0.01436,0.90608,0.88729,0.92155,0.9105,0.82983,0.96022,0.87403
1,1,0.8471,0.73638,0.87873,0.0826,0.88928,0.78735,0.06678,0.80668,-0.00351,0.79262,0.81722,0.71002,0.86467,0.78207,0.75747,0.85764
